dataset,embodiment,text
bridge,widowx,Move the green cloth to the right front corner of the table.
bridge,widowx,moved the green cloth from the basket and put near the orange cloth
bridge,widowx,Place the pot on top of the purple cloth
bridge,widowx,move the white thing and put it on the left side of the yellow bear
bridge,widowx,placed blue fork below the right burner
bridge,widowx,put the blue figure to the bottom left of the cloth
bridge,widowx,moved the silver pot to the right burner
bridge,widowx,fold the cloth bottom left to top right
bridge,widowx,put the spatula to the bottom of the table
bridge,widowx,Put the handle of the pan on top of the white object.
bridge,widowx,put the golden egg in the silver pot
bridge,widowx,put the red object on top of the orange cloth
bridge,widowx,move the chicken leg to the upper side of the table
bridge,widowx,put the red object into the bowl
bridge,widowx,pick up blue pen and put into drawer
bridge,widowx,Move the pot to in front of the cloth.
bridge,widowx,put the block with a hole on the stick
bridge,widowx,put carrot in bowl
bridge,widowx,put the cucumber on top of the drawer
bridge,widowx,Move spoon to above silver pot.
bridge,widowx,Pick up the blue spoon and place it on the orange towel
bridge,widowx,close brown1fbox flap
bridge,widowx,Move the pot to the microwave.
bridge,widowx,Hold the drawer handle and open the drawer
bridge,widowx,pick the bottle in the bowl and store away from the bowl.
bridge,widowx,move blue cloth and place it near banana and spoon
bridge,widowx,moved the object from the right side of the burner and putted it inside the orange pot .
bridge,widowx,moving the silver object at the top of the yellow towel.
bridge,widowx,fold the cloth from left to right side
bridge,widowx,moves the brown toy and places it over the left burner
bridge,widowx,fold the cloth from the right to the left
bridge,widowx,Move the finger board and place it at the edge of the righy corner of the table.
bridge,widowx,Slide towel to the bottom right corner of counter.
bridge,widowx,turn faucet front to right
bridge,widowx,unfold the clothe from top right to bottom left
bridge,widowx,put carrot in pot or pan
bridge,widowx,take the basin and put it on the left side of the table
bridge,widowx,put the red arch on top of the green arch
bridge,widowx,take sushi off plate
bridge,widowx,gets the orange thing from the sink and put it on to the upper right side of the stove.
bridge,widowx,pick up the object and put it on top of the drawer
bridge,widowx,put the cylindrical stick on top of the cube
bridge,widowx,move the silver pot to the center of the table
bridge,widowx,move the can to the right side of the table
bridge,widowx,move the light blue can to the bottom right of the table
bridge,widowx,move the green handkerchief to the center of the table
bridge,widowx,Place orange slice inside silver pot.
bridge,widowx,move silver pot to the right burner
bridge,widowx,Place the pot on the right burner
bridge,widowx,Place the pot on the far left front edge of the table
bridge,widowx,pick the silver pot away from the purple paper
bridge,widowx,gets the pink thing and put it on to the top of the drawer.
bridge,widowx,Place the pot behind the knife.
bridge,widowx,Slide the orange cloth back to the left side of the pot.
bridge,widowx,move the violet cloth to the upper right corner of the table
bridge,widowx,Place eggplant on the purple cloth
bridge,widowx,picking the spatula and puttig it on te orange board
bridge,widowx,Place the pot to the right of the blue fork
bridge,widowx,take the green object in the silver pan and put it on the left of the brush
bridge,widowx,move the red fork to the middle left side of the table
bridge,widowx,move cloth to the top left
bridge,widowx,put the yellow duck on the top of the drawer
bridge,widowx,unfold the cloth from middle to left
bridge,widowx,put the yellow brush on the left top of the burner
bridge,widowx,topple metal pot cardboard fence
bridge,widowx,fold the cloth from the bottom right to top left
bridge,widowx,put beet in pot sink
bridge,widowx,Remove the green cube from top of the table
bridge,widowx,picked  a doll from the top of the drawer and put it on top of the table
bridge,widowx,Place the blue cloth behind the metal pot.
bridge,widowx,take the blue arch and place on top of the arch
bridge,widowx,put the orange cup inside the silver pot
bridge,widowx,Put the zero chip in the tray
bridge,widowx,Place the spoon behind the vessel.
bridge,widowx,flip cup upright
bridge,widowx,unfold the cloth from right to the left
bridge,widowx,close low fridge
bridge,widowx,remove the yellow triangle from blue tower to the blue block
bridge,widowx,unfold the  cloth from  top right to bottom left
bridge,widowx,move the yellow cloth to the top middle part of the stove
bridge,widowx,Fold the cloth from bottom left to top right
bridge,widowx,take the block off the blue rectangular block and put it on top of the cylinder
bridge,widowx,moved the towel to the top left side
bridge,widowx,put bowl on plate
bridge,widowx,take carrot out of pot cardboard fence
bridge,widowx,remove the red arch on top of white arch and place it on top of green arch
bridge,widowx,move the green object to the left side of the table
bridge,widowx,move the orange teddy on the right of the pink teddy
bridge,widowx,put the yellow knife to the bottom of the burner
bridge,widowx,put the cloth from bottom center to the bottom left
bridge,widowx,put fry in pot or pan an put pot or pan on stove
bridge,widowx,turn faucet left
bridge,widowx,put spoon on plate
bridge,widowx,move the orange rag to the bottom corner of the right burner
bridge,widowx,move the silver pot in the middle of the table
bridge,widowx,Place the salt bottle on the far edge of the table
bridge,widowx,move the mushroom to the bottom right of the table
bridge,widowx,unfold the green cloth from bottom right to top left
bridge,widowx,move the white object to the left side of the table
bridge,widowx,place the can in the lower right corner of the stove
bridge,widowx,move the pot between light blue cloth and the yellow thing
bridge,widowx,Place the mushroom on the blue cloth.
bridge,widowx,unfold the clothe to the left
bridge,widowx,Move the blue cloth to top right side of the table
bridge,widowx,put the  pineapple  onto the drawer box
bridge,widowx,put the green rectangle block on top of the yellow rectangle block
bridge,widowx,put smallpear on plate and fry in pot or pan on stove
bridge,widowx,move the sepillo to the lower right side of the table
bridge,widowx,Moved the can to the left side of the green cloth.
bridge,widowx,close the draw
bridge,widowx,Pick the mushroom from the pot and put it on the table.
bridge,widowx,put bread on plate and pear in pot or pan on stove
bridge,widowx,move the cloth to the left
bridge,widowx,move the blue object to the upper right side of the right burner
bridge,widowx,move the red object to the middle of the table
bridge,widowx,Take the green cube from the blue cube and put it on the red rectangle
bridge,widowx,put the blue object on the bottom left burner
bridge,widowx,closed the drawer
bridge,widowx,put the lid over the pot
bridge,widowx,move the object to the upper left of the table
bridge,widowx,Moved blue thing to the left side of the table
bridge,widowx,Put the red cube on the top of the yellow rectangle
bridge,widowx,move the cylinder to the middle of the table
bridge,widowx,put the blue block on top of the rectangular block
bridge,widowx,Move the blue cloth about 10 inches to the left of its current position.
bridge,widowx,move the green spatula to the upper right corner of the stove
bridge,widowx,Put the spoon underneath and in between both cans.
bridge,widowx,move the orange cloth to the right side of the burner
bridge,widowx,PICK UP THE BANANA AND PUT NEAR THE SPOON
bridge,widowx,Place the green spatula to the right of the silver pot.
bridge,widowx,Place the pot on top of the green towel
bridge,widowx,move the white thing to the left of the table
bridge,widowx,pick up glass cup
bridge,widowx,put the pot below the right stove
bridge,widowx,put the green cloth inside the washer
bridge,widowx,fold the fabric from left to right
bridge,widowx,Place the yellow cloth on the front right corner of the table.
bridge,widowx,move the orange pot between the middle of the left side burner
bridge,widowx,move the can  to the left side
bridge,widowx,pick capsicum from the vessel and place it straight on the left corner of the table
bridge,widowx,moved the pot to the right
bridge,widowx,Place the silver bowl on top of the yellow towel on the left side of the stove
bridge,widowx,put red block from arch to left side.
bridge,widowx,Unfold the cloth from bottom right to top left
bridge,widowx,move the yellow duck to the right side of the blue elephant
bridge,widowx,close large4fbox flaps
bridge,widowx,put the yellow cube on top of the red cube
bridge,widowx,move the silver pot to the lower center of the stove
bridge,widowx,Move the cloth to the right of the potato.
bridge,widowx,put sweet potato in pot which is in sink
bridge,widowx,put the lid on the silver bowl
bridge,widowx,Put the red pepper on the yellow cloth.
bridge,widowx,Move the sushi at the right side of the spatula
bridge,widowx,put pan from stove to sink
bridge,widowx,PICK UP THE VESSEL AND PUT ON THE WHITE TOWEL
bridge,widowx,put banana in pot cardboard fence
bridge,widowx,put the block on top of the cube with hole in the middle
